timestamp,remote_addr,server_ip,request_type,location,protocol,response_code,body_bytes_sent,referrer,user_agent
24/Jan/2025:20:09:54 +0000,10.151.72.226,18.235.197.226,GET,/Inter-Light.woff?v=3.18,HTTP/1.1,404,2829,https://basespace.illumina.com/run/289653436/PCH_01212025/details,"upstream_response_time: 0.064 request_time 0.064 Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1 170.250.51.224"
24/Jan/2025:20:10:37 +0000,10.151.72.226,18.235.197.226,GET,/Inter-Italic.woff2?v=3.18,HTTP/1.1,404,2829,https://basespace.illumina.com/run/289653436/PCH_01212025/details,"upstream_response_time: 0.042 request_time 0.042 Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1 170.250.51.224"
24/Jan/2025:20:10:37 +0000,10.151.72.226,54.85.84.212,GET,/Inter-Medium.woff?v=3.18,HTTP/1.1,404,2829,https://basespace.illumina.com/run/289653436/PCH_01212025/details,"upstream_response_time: 0.047 request_time 0.047 Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1 170.250.51.224"
24/Jan/2025:20:11:15 +0000,10.151.73.64,3.228.74.231,GET,/Inter-Regular.woff?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/analyses,"upstream_response_time: 0.045 request_time 0.046 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 71.104.10.118"
24/Jan/2025:20:11:15 +0000,10.151.73.64,18.235.197.226,GET,/Inter-Bold.woff?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/analyses,"upstream_response_time: 0.043 request_time 0.043 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 71.104.10.118"
24/Jan/2025:20:13:01 +0000,10.151.73.64,18.235.197.226,GET,/Inter-Regular.woff?v=3.18,HTTP/1.1,404,2818,https://basespace.illumina.com/runs/active,"upstream_response_time: 0.044 request_time 0.044 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15 99.47.81.197"
24/Jan/2025:20:13:01 +0000,10.151.73.64,54.85.84.212,GET,/Inter-Medium.woff?v=3.18,HTTP/1.1,404,2818,https://basespace.illumina.com/runs/active,"upstream_response_time: 0.039 request_time 0.039 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15 99.47.81.197"
24/Jan/2025:20:15:53 +0000,10.151.73.64,3.228.74.231,GET,/Inter-Bold.woff2?v=3.18,HTTP/1.1,404,2824,https://basespace.illumina.com/runs/active,"upstream_response_time: 0.037 request_time 0.037 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2.1 Safari/605.1.15 157.131.79.58"
24/Jan/2025:20:15:53 +0000,10.151.73.64,18.235.197.226,GET,/Inter-Light.woff2?v=3.18,HTTP/1.1,404,2824,https://basespace.illumina.com/runs/active,"upstream_response_time: 0.044 request_time 0.044 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2.1 Safari/605.1.15 157.131.79.58"
24/Jan/2025:20:18:28 +0000,10.151.72.226,54.85.84.212,GET,/Inter-Regular.woff2?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/biosamples,"upstream_response_time: 0.036 request_time 0.036 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 71.104.10.118"
24/Jan/2025:20:18:28 +0000,10.151.72.226,18.235.197.226,GET,/Inter-Regular.woff?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/biosamples,"upstream_response_time: 0.040 request_time 0.040 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 71.104.10.118"
24/Jan/2025:20:18:29 +0000,10.151.73.64,3.228.74.231,GET,/Inter-Italic.woff2?v=3.18,HTTP/1.1,404,2852,https://basespace.illumina.com/runs/active,"upstream_response_time: 0.156 request_time 0.156 Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Mobile/15E148 Safari/604.1 89.155.148.33"
24/Jan/2025:20:18:29 +0000,10.151.73.64,54.85.84.212,GET,/Inter-Bold.woff?v=3.18,HTTP/1.1,404,2852,https://basespace.illumina.com/runs/active,"upstream_response_time: 0.050 request_time 0.050 Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Mobile/15E148 Safari/604.1 89.155.148.33"
24/Jan/2025:20:18:41 +0000,10.151.73.64,3.228.74.231,GET,/Inter-Light.woff2?v=3.18,HTTP/1.1,404,2852,https://basespace.illumina.com/run/289712494/details,"upstream_response_time: 0.044 request_time 0.044 Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Mobile/15E148 Safari/604.1 89.155.148.33"
24/Jan/2025:20:18:41 +0000,10.151.73.64,3.228.74.231,GET,/Inter-SemiBold.woff?v=3.18,HTTP/1.1,404,2852,https://basespace.illumina.com/runs/active,"upstream_response_time: 0.049 request_time 0.049 Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Mobile/15E148 Safari/604.1 89.155.148.33"
24/Jan/2025:20:20:01 +0000,10.151.72.226,3.228.74.231,GET,/Inter-Italic.woff2?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/biosamples,"upstream_response_time: 0.048 request_time 0.057 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 71.104.10.118"
24/Jan/2025:20:20:01 +0000,10.151.72.226,54.85.84.212,GET,/Inter-Regular.woff?v=3.18,HTTP/1.1,404,2843,https://basespace.illumina.com/runs/active,"upstream_response_time: 0.055 request_time 0.055 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 71.104.10.118"
24/Jan/2025:20:20:05 +0000,10.151.72.226,18.235.197.226,GET,/Inter-Regular.woff2?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/biosamples,"upstream_response_time: 0.041 request_time 0.041 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 71.104.10.118"
24/Jan/2025:20:20:05 +0000,10.151.72.226,3.228.74.231,GET,/Inter-Light.woff2?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/biosamples,"upstream_response_time: 0.056 request_time 0.062 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 71.104.10.118"
24/Jan/2025:20:20:05 +0000,10.151.72.226,3.228.74.231,GET,/Inter-Bold.woff?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/biosamples,"upstream_response_time: 0.045 request_time 0.045 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 71.104.10.118"
24/Jan/2025:20:20:06 +0000,10.151.72.226,54.85.84.212,GET,/Inter-Bold.woff2?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/projects,"upstream_response_time: 0.044 request_time 0.045 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 71.104.10.118"
24/Jan/2025:20:20:06 +0000,10.151.72.226,18.235.197.226,GET,/Inter-Medium.woff?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/biosamples,"upstream_response_time: 0.045 request_time 0.045 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 71.104.10.118"
24/Jan/2025:20:20:07 +0000,10.151.72.226,54.85.84.212,GET,/Inter-Regular.woff2?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/analyses,"upstream_response_time: 0.047 request_time 0.047 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 71.104.10.118"
24/Jan/2025:20:20:07 +0000,10.151.72.226,18.235.197.226,GET,/Inter-Bold.woff?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/analyses,"upstream_response_time: 0.044 request_time 0.044 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 71.104.10.118"
24/Jan/2025:20:20:07 +0000,10.151.72.226,3.228.74.231,GET,/Inter-SemiBold.woff?v=3.18,HTTP/1.1,404,2856,https://basespace.illumina.com/projects,"upstream_response_time: 0.040 request_time 0.040 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 71.104.10.118"
24/Jan/2025:20:20:09 +0000,10.151.72.100,3.228.74.231,GET,/Inter-Bold.woff?v=3.18,HTTP/1.1,404,2812,https://basespace.illumina.com/runs/active,"upstream_response_time: 0.038 request_time 0.038 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 131.128.76.34"
24/Jan/2025:20:20:09 +0000,10.151.72.100,3.228.74.231,GET,/Inter-Regular.woff2?v=3.18,HTTP/1.1,404,2812,https://basespace.illumina.com/runs/active,"upstream_response_time: 0.112 request_time 0.112 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 131.128.76.34"
24/Jan/2025:20:20:09 +0000,10.151.72.100,54.85.84.212,GET,/Inter-Medium.woff2?v=3.18,HTTP/1.1,404,2812,https://basespace.illumina.com/runs/active,"upstream_response_time: 0.056 request_time 0.055 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 131.128.76.34"
24/Jan/2025:20:20:09 +0000,10.151.72.100,3.228.74.231,GET,/Inter-SemiBold.woff?v=3.18,HTTP/1.1,404,2812,https://basespace.illumina.com/runs/active,"upstream_response_time: 0.067 request_time 0.067 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 131.128.76.34"
24/Jan/2025:20:20:16 +0000,10.151.72.100,54.85.84.212,GET,/Inter-Light.woff2?v=3.18,HTTP/1.1,404,2812,https://basespace.illumina.com/run/289672389/details,"upstream_response_time: 0.039 request_time 0.038 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 131.128.76.34"
24/Jan/2025:20:20:16 +0000,10.151.72.100,54.85.84.212,GET,/Inter-Bold.woff?v=3.18,HTTP/1.1,404,2812,https://basespace.illumina.com/run/289672389/details,"upstream_response_time: 0.042 request_time 0.041 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 131.128.76.34"
24/Jan/2025:20:23:15 +0000,10.151.72.100,54.85.84.212,GET,/zeus/app-sessions/list/Error/Unhandled?aspxerrorpath=/zeus/app-sessions/list/gridactions,HTTP/1.1,404,136,https://ilmn.basespace.illumina.com/zeus/app-sessions,"upstream_response_time: 0.024 request_time 0.028 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0 192.84.34.97"
24/Jan/2025:20:24:10 +0000,10.151.73.64,3.228.74.231,GET,/Inter-Bold.woff2?v=3.18,HTTP/1.1,404,2839,https://basespace.illumina.com/apps/1886885/Integrative-Genomics-Viewer?preferredversion=,"upstream_response_time: 0.041 request_time 0.041 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 24.62.78.128"
24/Jan/2025:20:24:10 +0000,10.151.73.64,18.235.197.226,GET,/Inter-Medium.woff?v=3.18,HTTP/1.1,404,2839,https://basespace.illumina.com/apps/1886885/Integrative-Genomics-Viewer?preferredversion=,"upstream_response_time: 0.054 request_time 0.054 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 24.62.78.128"
24/Jan/2025:20:24:13 +0000,10.151.73.64,54.85.84.212,GET,/Inter-SemiBold.woff?v=3.18,HTTP/1.1,404,2839,https://basespace.illumina.com/apps/1886885/Integrative-Genomics-Viewer?preferredversion=,"upstream_response_time: 0.050 request_time 0.050 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 24.62.78.128"
24/Jan/2025:20:26:10 +0000,10.151.72.226,18.235.197.226,GET,/Inter-Medium.woff2?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/runs/active,"upstream_response_time: 0.044 request_time 0.046 Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1 76.119.235.160"
24/Jan/2025:20:26:10 +0000,10.151.72.226,18.235.197.226,GET,/Inter-Medium.woff?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/runs/active,"upstream_response_time: 0.042 request_time 0.042 Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1 76.119.235.160"
24/Jan/2025:20:26:13 +0000,10.151.72.226,18.235.197.226,GET,/Inter-Light.woff2?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/runs/active,"upstream_response_time: 0.037 request_time 0.037 Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1 76.119.235.160"
24/Jan/2025:20:26:16 +0000,10.151.72.226,54.85.84.212,GET,/Inter-SemiBold.woff2?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/run/289648454/details,"upstream_response_time: 0.042 request_time 0.042 Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1 76.119.235.160"
24/Jan/2025:20:26:16 +0000,10.151.72.226,3.228.74.231,GET,/Inter-Regular.woff?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/run/289648454/details,"upstream_response_time: 0.039 request_time 0.039 Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1 76.119.235.160"
24/Jan/2025:20:26:16 +0000,10.151.72.226,18.235.197.226,GET,/Inter-Medium.woff?v=3.18,HTTP/1.1,404,2816,https://basespace.illumina.com/run/289648454/details,"upstream_response_time: 0.039 request_time 0.058 Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1 76.119.235.160"
24/Jan/2025:20:27:06 +0000,10.151.72.226,18.235.197.226,GET,/Inter-Light.woff2?v=3.18,HTTP/1.1,404,2845,https://basespace.illumina.com/analyses,"upstream_response_time: 0.048 request_time 0.048 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15 83.35.12.155"
24/Jan/2025:20:27:06 +0000,10.151.72.226,18.235.197.226,GET,/Inter-Bold.woff2?v=3.18,HTTP/1.1,404,2845,https://basespace.illumina.com/analyses,"upstream_response_time: 0.069 request_time 0.070 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15 83.35.12.155"
24/Jan/2025:20:27:06 +0000,10.151.72.226,54.85.84.212,GET,/Inter-Medium.woff?v=3.18,HTTP/1.1,404,2845,https://basespace.illumina.com/analyses,"upstream_response_time: 0.043 request_time 0.043 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15 83.35.12.155"
24/Jan/2025:20:27:22 +0000,10.151.73.64,54.85.84.212,GET,/Inter-Medium.woff2?v=3.18,HTTP/1.1,404,2874,https://basespace.illumina.com/analyses,"upstream_response_time: 0.050 request_time 0.052 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 24.62.78.128"
24/Jan/2025:20:27:22 +0000,10.151.73.64,54.85.84.212,GET,/Inter-Bold.woff?v=3.18,HTTP/1.1,404,2839,https://basespace.illumina.com/analyses,"upstream_response_time: 0.046 request_time 0.047 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 24.62.78.128"
24/Jan/2025:20:27:52 +0000,10.151.72.226,54.85.84.212,GET,/Inter-Regular.woff2?v=3.18,HTTP/1.1,404,2845,https://basespace.illumina.com/analyses/783403243/summary,"upstream_response_time: 0.046 request_time 0.047 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15 83.35.12.155"
24/Jan/2025:20:27:57 +0000,10.151.72.226,18.235.197.226,GET,/public/cdn/analysisreportassets/Error/Unhandled?aspxerrorpath=/public/cdn/analysisreportassets/jquery.numberformatter-1.2.4.min.js,HTTP/1.1,404,1823,https://basespace.illumina.com/appsession/details?token=783403243&appResultId=347668440,"upstream_response_time: 0.008 request_time 0.008 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15 83.35.12.155"
24/Jan/2025:20:27:57 +0000,10.151.72.226,3.228.74.231,GET,/public/cdn/analysisreportassets/Error/Unhandled?aspxerrorpath=/public/cdn/analysisreportassets/jquery.blurbable.js,HTTP/1.1,404,1823,https://basespace.illumina.com/appsession/details?token=783403243&appResultId=347668440,"upstream_response_time: 0.009 request_time 0.009 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15 83.35.12.155"
24/Jan/2025:20:27:58 +0000,10.151.72.226,54.85.84.212,GET,/public/cdn/analysisreportassets/Error/Unhandled?aspxerrorpath=/public/cdn/analysisreportassets/charts-histogram.js,HTTP/1.1,404,1870,https://basespace.illumina.com/appsession/details?token=783403243&appResultId=347668440,"upstream_response_time: 0.005 request_time 0.005 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15 83.35.12.155"
24/Jan/2025:20:32:50 +0000,10.151.72.226,54.85.84.212,GET,/Inter-Regular.woff?v=3.18,HTTP/1.1,404,2849,https://basespace.illumina.com/analyses/798610071/results/350241907,"upstream_response_time: 0.042 request_time 0.042 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15 186.3.15.23"
24/Jan/2025:20:33:18 +0000,10.151.73.64,3.228.74.231,GET,/public/cdn/analysisreportassets/Error/Unhandled?aspxerrorpath=/public/cdn/analysisreportassets/underscore.min.js,HTTP/1.1,404,1823,https://basespace.illumina.com/appsession/details?token=783403243&appResultId=347657474,"upstream_response_time: 0.007 request_time 0.007 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15 83.35.12.155"
24/Jan/2025:20:33:18 +0000,10.151.73.64,3.228.74.231,GET,/public/cdn/analysisreportassets/Error/Unhandled?aspxerrorpath=/public/cdn/analysisreportassets/jquery.blurbable.js,HTTP/1.1,404,1823,https://basespace.illumina.com/appsession/details?token=783403243&appResultId=347657474,"upstream_response_time: 0.006 request_time 0.006 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15 83.35.12.155"
24/Jan/2025:20:35:02 +0000,10.151.73.64,54.85.84.212,GET,/Inter-Bold.woff2?v=3.18,HTTP/1.1,404,2845,https://basespace.illumina.com/analyses/783403243/results/347657474,"upstream_response_time: 0.065 request_time 0.074 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15 176.83.97.224"
24/Jan/2025:20:35:02 +0000,10.151.73.64,3.228.74.231,GET,/public/cdn/analysisreportassets/Error/Unhandled?aspxerrorpath=/public/cdn/analysisreportassets/basespace-sdk.js,HTTP/1.1,404,1823,https://basespace.illumina.com/appsession/details?token=783403243&appResultId=347657474,"upstream_response_time: 0.006 request_time 0.006 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15 176.83.97.224"
24/Jan/2025:20:35:02 +0000,10.151.73.64,18.235.197.226,GET,/public/cdn/analysisreportassets/Error/Unhandled?aspxerrorpath=/public/cdn/analysisreportassets/charts.core.js,HTTP/1.1,404,1870,https://basespace.illumina.com/appsession/details?token=783403243&appResultId=347657474,"upstream_response_time: 0.008 request_time 0.008 Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15 176.83.97.224"
